7.762472456852082998e-07,-5.723107834474895518e-06,1.942959610801153758e-05,-1.289121843991164208e-05
9.998064524425482723e-04,-7.322472399908104036e-03,2.490851716288489115e-02,-1.958091261637889824e-02
1.584586440254890727e-03,-1.155656714240888353e-02,3.946044568647266715e-02,-3.096468140075553030e-02
2.511400262026165526e-03,-1.819461865072723172e-02,6.249255410679666056e-02,-4.889512209570786444e-02
3.980301178830326740e-03,-2.853645978285240803e-02,9.892095278127044367e-02,-7.703791488625628958e-02
6.308352242273130087e-03,-4.449148144785548126e-02,1.564707928710902252e-01,-1.209658928341195150e-01
9.998064524425483157e-03,-6.873476322672025796e-02,2.472006666712616152e-01,-1.889159258069704195e-01
1.584586440254891204e-02,-1.047234571840229833e-01,3.897546508005973465e-01,-2.924876317186997920e-01
2.511400262026166133e-02,-1.563117290892038214e-01,6.124723125692241865e-01,-4.467093393275663460e-01
3.980301178830326914e-02,-2.265977751138229523e-01,9.569228363390323011e-01,-6.679474791632069586e-01
6.308352242273128352e-02,-3.158789743370744585e-01,1.481544456191613790e+00,-9.674802874020691501e-01
9.998064524425483157e-02,-4.196197118789263270e-01,2.264133276905482717e+00,-1.339974380534183718e+00
