1.000000000000000021e-03,-8.923620411481816015e-04,-6.768237390460501686e-04,-4.849995155142115149e-04,-3.644311191148327106e-04
1.000000000000000000e+00,-8.745350210979149219e-01,-6.655005145881726092e-01,-4.773772566536532702e-01,-3.589305256163912161e-01
1.584893192461113598e+00,-1.370627428803552927e+00,-1.043992075659470720e+00,-7.511009909583058475e-01,-5.644955354290007721e-01
2.511886431509580131e+00,-2.134544329468508028e+00,-1.627820185476805959e+00,-1.176189560047398386e+00,-8.844512824890248259e-01
3.981071705534973137e+00,-3.291788201162126004e+00,-2.515174511989306971e+00,-1.829217871430438125e+00,-1.376393344991485357e+00
6.309573444801933384e+00,-5.001274034896779241e+00,-3.832231376277825952e+00,-2.814491109566656935e+00,-2.120439427219895645e+00
1.000000000000000000e+01,-7.430906073959389957e+00,-5.718874153143342021e+00,-4.264618240040207731e+00,-3.216816606134737189e+00
1.584893192461114175e+01,-1.071512071167479441e+01,-8.290295683078916511e+00,-6.318711978253525707e+00,-4.775357328789683109e+00
2.511886431509580930e+01,-1.487136059255175802e+01,-1.158459712960177512e+01,-9.107186524679425688e+00,-6.897452187183847450e+00
3.981071705534973404e+01,-1.954676025392827299e+01,-1.533666085469843310e+01,-1.252427754544031124e+01,-9.503640336530372323e+00
6.309573444801932851e+01,-2.430141387942202513e+01,-1.918236598552191907e+01,-1.633304683808845326e+01,-1.240073449481010393e+01
1.000000000000000000e+02,-2.873105535988975134e+01,-2.274530705210522896e+01,-2.016680049809265185e+01,-1.527805926895205069e+01
