5.934774423908848462e+00,9.326635225326534874e-20,5.485871451443929823e-18
5.932796165767546093e+00,9.332931001183304386e-20,5.503811478426215506e-18
5.930817907626242835e+00,9.339233187301858197e-20,5.521765120190886331e-18
5.928839649484940466e+00,9.345541792430245577e-20,5.539732199173840489e-18
5.926861391343637209e+00,9.351856825331515183e-20,5.557712537726326930e-18
5.924883133202334839e+00,9.358178294783743939e-20,5.575705958122972638e-18
5.922904875061031582e+00,9.364506209580061120e-20,5.593712282569835325e-18
5.920926616919728325e+00,9.370840578528685658e-20,5.611731333212424550e-18
5.918948358778425067e+00,9.377181410452965872e-20,5.629762932143773672e-18
5.916970100637122698e+00,9.383528714191390295e-20,5.647806901412461735e-18
5.914991842495819441e+00,9.389882498597640642e-20,5.665863063030678493e-18
5.913013584354517072e+00,9.396242772540602639e-20,5.683931238982272484e-18
5.911035326213213814e+00,9.402609544904418991e-20,5.702011251230775997e-18
5.909057068071911445e+00,9.408982824588501413e-20,5.720102921727500142e-18
5.907078809930607299e+00,9.415362620507575173e-20,5.738206072419523602e-18
5.905100551789304042e+00,9.421748941591707979e-20,5.756320525257795409e-18
5.903122293648001673e+00,9.428141796786336457e-20,5.774446102205142964e-18
5.901144035506698415e+00,9.434541195052303471e-20,5.792582625244317025e-18
5.899165777365396046e+00,9.440947145365893028e-20,5.810729916386042098e-18
5.897187519224092789e+00,9.447359656718850740e-20,5.828887797677038319e-18
5.895209261082790420e+00,9.453778738118424755e-20,5.847056091208051043e-18
5.893231002941486274e+00,9.460204398587403064e-20,5.865234619121892756e-18
5.891252744800183905e+00,9.466636647164133970e-20,5.883423203621443387e-18
5.889274486658880647e+00,9.473075492902557383e-20,5.901621666977659866e-18
5.887296228517578278e+00,9.479520944872258986e-20,5.919829831537601090e-18
5.885317970376275909e+00,9.485973012158473846e-20,5.938047519732413598e-18
5.883339712234972652e+00,9.492431703862139379e-20,5.956274554085329573e-18
5.881361454093668506e+00,9.498897029099914606e-20,5.974510757219643273e-18
5.879383195952365249e+00,9.505368997004227101e-20,5.992755951866687462e-18
5.877404937811062879e+00,9.511847616723297063e-20,6.011009960873810616e-18
5.875426679669759622e+00,9.518332897421163798e-20,6.029272607212307896e-18
5.873448421528458141e+00,9.524824848277736273e-20,6.047543713985391422e-18
5.871470163387154884e+00,9.531323478488808771e-20,6.065823104436101218e-18
5.869491905245851626e+00,9.537828797266105416e-20,6.084110601955249292e-18
5.867513647104548369e+00,9.544340813837309076e-20,6.102406030089301311e-18
5.865535388963246000e+00,9.550859537446091443e-20,6.120709212548305266e-18
5.863557130821942742e+00,9.557384977352157579e-20,6.139019973213757746e-18
5.861578872680639485e+00,9.563917142831266375e-20,6.157338136146470200e-18
5.859600614539337116e+00,9.570456043175269071e-20,6.175663525594439062e-18
5.857622356398033858e+00,9.577001687692145365e-20,6.193995966000678890e-18
5.855644098256730601e+00,9.583554085706039527e-20,6.212335282011049348e-18
5.853665840115427343e+00,9.590113246557280860e-20,6.230681298482055222e-18
5.851687581974125862e+00,9.596679179602434257e-20,6.249033840488664920e-18
5.849709323832821717e+00,9.603251894214326683e-20,6.267392733332062735e-18
5.847731065691519348e+00,9.609831399782076060e-20,6.285757802547420346e-18
5.845752807550216090e+00,9.616417705711135810e-20,6.304128873911633676e-18
5.843774549408913721e+00,9.623010821423318925e-20,6.322505773451048170e-18
5.841796291267610464e+00,9.629610756356843709e-20,6.340888327449157903e-18
5.839818033126307206e+00,9.636217519966356647e-20,6.359276362454297736e-18
5.837839774985004837e+00,9.642831121722970929e-20,6.377669705287291576e-18
5.835861516843700691e+00,9.649451571114312182e-20,6.396068183049122963e-18
5.833883258702398322e+00,9.656078877644528107e-20,6.414471623128527093e-18
5.831905000561095065e+00,9.662713050834352275e-20,6.432879853209604397e-18
5.829926742419792696e+00,9.669354100221116157e-20,6.451292701279414102e-18
5.827948484278489438e+00,9.676002035358793670e-20,6.469709995635494604e-18
5.825970226137187069e+00,9.682656865818038488e-20,6.488131564893432367e-18
5.823991967995883812e+00,9.689318601186217743e-20,6.506557237994349941e-18
5.822013709854580554e+00,9.695987251067434901e-20,6.524986844212393982e-18
5.820035451713278185e+00,9.702662825082591147e-20,6.543420213162204773e-18
5.818057193571974928e+00,9.709345332869391404e-20,6.561857174806328743e-18
5.816078935430671670e+00,9.716034784082400910e-20,6.580297559462660265e-18
5.814100677289368413e+00,9.722731188393071696e-20,6.598741197811795624e-18
5.812122419148066044e+00,9.729434555489779903e-20,6.617187920904408559e-18
5.810144161006762786e+00,9.736144895077855873e-20,6.635637560168568024e-18
5.808165902865460417e+00,9.742862216879637115e-20,6.654089947417041318e-18
5.806187644724157160e+00,9.749586530634485153e-20,6.672544914854580263e-18
5.804209386582854791e+00,9.756317846098827659e-20,6.691002295085147289e-18
5.802231128441550645e+00,9.763056173046201786e-20,6.709461921119149230e-18
5.800252870300248276e+00,9.769801521267277034e-20,6.727923626380607948e-18
5.798274612158945018e+00,9.776553900569905813e-20,6.746387244714331722e-18
5.796296354017642649e+00,9.783313320779146308e-20,6.764852610393033487e-18
5.794318095876339392e+00,9.790079791737310629e-20,6.783319558124419797e-18
5.792339837735036134e+00,9.796853323303992497e-20,6.801787923058275166e-18
5.790361579593733765e+00,9.803633925356110574e-20,6.820257540793465518e-18
5.788383321452430508e+00,9.810421607787934951e-20,6.838728247384974765e-18
5.786405063311128139e+00,9.817216380511141307e-20,6.857199879350834307e-18
5.784426805169824881e+00,9.824018253454831379e-20,6.875672273679077943e-18
5.782448547028522512e+00,9.830827236565573883e-20,6.894145267834642870e-18
5.780470288887218366e+00,9.837643339807449053e-20,6.912618699766223677e-18
5.778492030745915997e+00,9.844466573162073920e-20,6.931092407913122498e-18
5.776513772604612740e+00,9.851296946628652865e-20,6.949566231212022118e-18
5.774535514463309482e+00,9.858134470224004105e-20,6.968040009103776032e-18
5.772557256322007113e+00,9.864979153982601816e-20,6.986513581540104522e-18
