1.550000000000000044e+00,9.530867752693860107e-01,2.763262251853174867e+00,-8.570887013144026234e-01,-9.113114062341385324e-01
1.370000000000000107e+00,-1.030034083365765074e+00,1.767700208445400323e+00,-3.827768375176930693e+00,-1.644548093817255197e+00
1.190000000000000169e+00,-5.424471472203798994e-01,1.608513304686193246e+00,-2.693407599126952601e+00,-1.549609693110828079e+00
1.010000000000000231e+00,-9.366023975084761810e-01,4.028780762472674581e-01,-2.276082871264220042e+00,-8.906029314850252288e-01
8.300000000000002931e-01,-9.304802014308386493e-01,1.085642999457958835e+00,-2.946603402319636356e+00,1.404103594598009874e-01
6.500000000000003553e-01,-4.145111777137908127e-02,1.723769214541090111e+00,-1.806671450083848329e+00,1.345139502368601914e+00
4.700000000000004174e-01,1.075527245280580635e+00,2.335688020171279522e+00,-1.846335296101181134e-01,2.465220818714843443e+00
2.900000000000004796e-01,1.349640110103438317e+00,2.887970058752068692e+00,-1.886898385451920013e-01,3.153340024071844994e+00
1.100000000000005418e-01,6.546955506568123972e-01,1.801483013902067221e+00,-4.920919125884426482e-01,3.009842532458514963e+00
-6.999999999999939604e-02,9.325350729338367506e-01,2.390600876294290078e+00,-5.255307304266170210e-01,1.753394999668897780e+00
-2.499999999999993339e-01,-4.724755307018105310e-01,1.152150759669820834e+00,-2.097101821073442007e+00,-4.883850937927072255e-01
-4.299999999999992717e-01,-2.084482760331256124e+00,-2.386133633151855948e-02,-4.145104184330994812e+00,-3.028457386757313685e+00
-6.099999999999992095e-01,-2.232123761541200124e-01,1.570029773859359379e+00,-2.016454526167599681e+00,-4.915720838381107072e+00
-7.899999999999989253e-01,-5.135399187527673881e-01,1.837160333090080089e+00,-2.864240170595614643e+00,-5.466926496022621151e+00
-9.699999999999990852e-01,4.918767987703897004e-01,3.157506475753107722e+00,-2.173752878212328987e+00,-4.498980019607158098e+00
-1.149999999999999245e+00,-2.431654289098244881e+00,1.536157398734371959e+00,-6.399465976930860833e+00,-2.173503689562904739e+00
-1.329999999999998961e+00,-3.623280937106299060e-01,1.977681234386847731e+00,-2.702337421808107543e+00,1.248335345466369928e+00
-1.509999999999998677e+00,1.158807563820618558e+00,2.050733471360782545e+00,2.668816562804543491e-01,5.555631715471967880e+00
