-3.000000000000000000e+03,1.244647384490704667e-04,1.638449529273167116e-04,1.184196045556085153e-04
-2.980000000000000000e+03,1.555519096752000507e-04,1.647582777208889127e-04,1.203137973804224714e-04
-2.960000000000000000e+03,1.849062015946145721e-04,1.658615823463271965e-04,1.225953853212224942e-04
-2.940000000000000000e+03,2.111304950869197228e-04,1.671794167101836592e-04,1.253112145160883983e-04
-2.920000000000000000e+03,2.340181359583581866e-04,1.687273314288084691e-04,1.284880833174462111e-04
-2.900000000000000000e+03,2.544416156435858056e-04,1.705067233959134398e-04,1.321221701822139494e-04
-2.880000000000000000e+03,2.739536989815327672e-04,1.725025059129414728e-04,1.361746422956500169e-04
-2.860000000000000000e+03,2.943528313426035936e-04,1.746857019480074769e-04,1.405777033003374754e-04
-2.840000000000000000e+03,3.174019817642204089e-04,1.770205878881547790e-04,1.452500505205733816e-04
-2.820000000000000000e+03,3.447522947119807668e-04,1.794731739557242634e-04,1.501148239491101322e-04
-2.800000000000000000e+03,3.780178267076550469e-04,1.820171954491911492e-04,1.551120458742616393e-04
-2.780000000000000000e+03,4.189184461211858945e-04,1.846359005686082355e-04,1.602021323043878454e-04
-2.760000000000000000e+03,4.694324237553004764e-04,1.873205769165053880e-04,1.653626194753066159e-04
-2.740000000000000000e+03,5.319373206580380042e-04,1.900678571864489186e-04,1.705824449582671321e-04
-2.720000000000000000e+03,6.093427479259005963e-04,1.928773309178843931e-04,1.758569568521828330e-04
-2.700000000000000000e+03,7.052277669505890856e-04,1.957500012306212511e-04,1.811847303190283753e-04
-2.680000000000000000e+03,8.239956239886048195e-04,1.986874827109019748e-04,1.865659423616605750e-04
-2.660000000000000000e+03,9.710558550035663927e-04,2.016916531122348033e-04,1.920016898360188407e-04
-2.640000000000000000e+03,1.153041850077141106e-03,2.047645244362961137e-04,1.974937631765705248e-04
-2.620000000000000000e+03,1.378071386315404823e-03,2.079082032535595204e-04,2.030446056178192293e-04
-2.600000000000000000e+03,1.656058024923634520e-03,2.111248820546585137e-04,2.086573407167335859e-04
-2.580000000000000000e+03,1.999082149861663993e-03,2.144168398277024323e-04,2.143358254103056026e-04
-2.560000000000000000e+03,2.421831528864881733e-03,2.177864454111499981e-04,2.200847170064079705e-04
-2.540000000000000000e+03,2.942122453764017820e-03,2.212361617570657302e-04,2.259095530421362241e-04
-2.520000000000000000e+03,3.581513706440997424e-03,2.247685501832741295e-04,2.318168449977342505e-04
-2.500000000000000000e+03,4.366026707203207735e-03,2.283862753915677501e-04,2.378141897296792706e-04
-2.480000000000000000e+03,5.326986154030599607e-03,2.320921103193818169e-04,2.439104017759596843e-04
-2.460000000000000000e+03,6.501996108299046284e-03,2.358889415465803552e-04,2.501156711964824808e-04
