9.301187463713536251e-06,-5.411560099509891164e-06,-2.713930133800288914e-06,1.816608033777811215e-06,9.733205587281190674e-06
9.998776523492050941e-03,-5.770767880862969802e-03,-2.902451332949535032e-03,2.400098351387214279e-03,1.030516419669424977e-02
1.584699284502255265e-02,-9.103146884269072356e-03,-4.586585671373396775e-03,3.797974174261753433e-03,1.631341832845123463e-02
2.511579108105621225e-02,-1.432109478667852216e-02,-7.235619940632139445e-03,6.006873759872632945e-03,2.588315544872443752e-02
3.980584630764154308e-02,-2.243530530851662805e-02,-1.138431433998104980e-02,9.525853270901052383e-03,4.077091175196301265e-02
6.308801483313443426e-02,-3.491942792833330894e-02,-1.783769905073805465e-02,1.495541606408323787e-02,6.438023874540022007e-02
9.998776523492050594e-02,-5.381607927611075509e-02,-2.777155875749383676e-02,2.349916502802784635e-02,1.012122648851914164e-01
1.584699284502255612e-01,-8.173075642209000347e-02,-4.282146718202714530e-02,3.675331408419424406e-02,1.584051823634240463e-01
2.511579108105622127e-01,-1.213915101768282545e-01,-6.502307740748067277e-02,5.700823831176649037e-02,2.462507377483120763e-01
3.980584630764154586e-01,-1.753855201353771154e-01,-9.682309074062141196e-02,8.773524304487523295e-02,3.796038462599540253e-01
6.308801483313443148e-01,-2.441324144311673716e-01,-1.401450382128047456e-01,1.329195753975227490e-01,5.771393402582987164e-01
9.998776523492050039e-01,-3.260202255487094636e-01,-1.960897933355023881e-01,1.986833096576390290e-01,8.637637398379069964e-01
