7.762472456852082998e-07,-2.997259289485347022e-06,9.116809150100380066e-05,-4.207213725094909040e-06
9.998064524425482723e-04,-3.842977291591518317e-03,1.173507946512586386e-01,-5.392267483290687918e-03
1.584586440254890727e-03,-6.074588077951688196e-03,1.859198839485429744e-01,-8.521578944686674512e-03
2.511400262026165526e-03,-9.587336339292788431e-03,2.944903623838968088e-01,-1.344428777065077851e-02
3.980301178830326740e-03,-1.509484071710791124e-02,4.662997782047000328e-01,-2.115430161251056346e-02
6.308352242273130087e-03,-2.367630280519327293e-02,7.379327268300528431e-01,-3.314594139856451988e-02
9.998064524425483157e-03,-3.691821081198728982e-02,1.166747096798331995e+00,-5.159106683944321425e-02
1.584586440254891204e-02,-5.704687852067873155e-02,1.842043228636811136e+00,-7.946485941276025533e-02
2.511400262026166133e-02,-8.695076802893138279e-02,2.901212359237774763e+00,-1.204123203574813811e-01
3.980301178830326914e-02,-1.298852031154896780e-01,4.551389584455250770e+00,-1.779082869151931146e-01
6.308352242273128352e-02,-1.885758036919048253e-01,7.094375086115434215e+00,-2.530559647418025859e-01
9.998064524425483157e-02,-2.636407724380271378e-01,1.094685057574685061e+01,-3.409617042646427842e-01
