3.560864654345309521e+00,9.269474010864531266e-03,2.975153699185106859e-02,1.155794005923693746e-02
3.363038840215014424e+00,2.778324543344368180e-02,3.936388272904878249e-02,1.318895522550711519e-02
3.165213026084719328e+00,1.396931785713984020e-01,7.030910020912051195e-02,1.525244488711496871e-02
2.967387211954424231e+00,7.406843459062950608e-01,2.038816458176273549e-01,1.805988320418006055e-02
2.769561397824129578e+00,3.405690391314020182e+00,7.747853371490198704e-01,2.261844443048888209e-02
2.571735583693834037e+00,1.214784760916255379e+01,2.857684625044609739e+00,3.257184927120126972e-02
2.373909769563539829e+00,2.959154124884106807e+01,8.690039338209009756e+00,6.047218851574776011e-02
2.176083955433244732e+00,4.798912278036878831e+01,1.977608297365168610e+01,1.445317754052544146e-01
1.978258141302949857e+00,5.958002946621696339e+01,3.305708885161535449e+01,3.838605255481630785e-01
1.780432327172654761e+00,6.541976410768283756e+01,4.381941716664454844e+01,9.905659328840688005e-01
1.582606513042359664e+00,6.835661380946254440e+01,5.085419521785612318e+01,2.320594242174089938e+00
1.384780698912064789e+00,6.998175423177228538e+01,5.518212043849926118e+01,4.791152423199251942e+00
1.186954884781769914e+00,7.099644517401623034e+01,5.789345961003260754e+01,8.612983979913735766e+00
9.891290706514749287e-01,7.171081898056750958e+01,5.966500654263615644e+01,1.347576972923644156e+01
7.913032565211798319e-01,7.228059578800495899e+01,6.087712650103598122e+01,1.853380616862273556e+01
5.934774423908849572e-01,7.280778943349889687e+01,6.176038242914103904e+01,2.280264025308656883e+01
3.956516282605899160e-01,7.338565596262284885e+01,6.248772936521662302e+01,2.561818013614083256e+01
1.978258141302949580e-01,7.411181340025697750e+01,6.322006437597265460e+01,2.682415051355084756e+01
-0.000000000000000000e+00,7.506178471100606941e+01,6.409853698560061730e+01,2.668118045307735642e+01
-1.978258141302949580e-01,7.622065265499247744e+01,6.517298896924855001e+01,2.561288356034215852e+01
-3.956516282605899160e-01,7.743845263350208086e+01,6.632540841080493976e+01,2.391012649898918241e+01
-5.934774423908849572e-01,7.850314215674821128e+01,6.731045723250235824e+01,2.158765346319822953e+01
-7.913032565211798319e-01,7.927167953293871960e+01,6.789695853579524965e+01,1.852422671216850247e+01
-9.891290706514749287e-01,7.970756979267474662e+01,6.794139541144522809e+01,1.475649294789388399e+01
-1.186954884781769914e+00,7.982147998369424613e+01,6.733747886007725469e+01,1.065982260719212604e+01
-1.384780698912064789e+00,7.959858764071597648e+01,6.591177407292896362e+01,6.851897434029896594e+00
-1.582606513042359664e+00,7.893362790507376303e+01,6.329914966259851639e+01,3.875255262915389132e+00
-1.780432327172654761e+00,7.752672857371540260e+01,5.877965253421457703e+01,1.925248848811644820e+00
-1.978258141302949857e+00,7.463957853807895049e+01,5.115129267350907583e+01,8.479073344071830221e-01
-2.176083955433244732e+00,6.857209844887623262e+01,3.922930436857024006e+01,3.397266797397824334e-01
-2.373909769563539829e+00,5.622026090327270964e+01,2.415115538062521239e+01,1.316881990981233486e-01
-2.571735583693834037e+00,3.599032173744355134e+01,1.105458370482149633e+01,5.589378258336052951e-02
-2.769561397824129578e+00,1.564470074812485123e+01,3.797537404606132760e+00,3.000359704187216536e-02
-2.967387211954424231e+00,4.655517845679446154e+00,1.063208126570658330e+00,2.070196022465609076e-02
-3.165213026084719328e+00,1.067104765267035127e+00,2.762554071460976424e-01,1.652480041437476288e-02
-3.363038840215014424e+00,2.086128231984840653e-01,8.545767344724231052e-02,1.400665857450578144e-02
-3.560864654345309521e+00,3.998465064177780803e-02,4.175084874321610684e-02,1.216799158851866736e-02
